customer_id,trans_date,tran_amount
CS1642,11-19-2014,37
CS1808,04-25-2012,51
CS4892,09-11-2011,96
CS4526,09-01-2011,89
CS5224,06-18-2012,58
CS4042,12-09-2013,35
CS3893,12-17-2012,37
CS5700,09-10-2014,48
CS3027,04-15-2014,101
CS2315,05-16-2013,95
CS3480,08-18-2011,55
CS3489,07-16-2012,98
CS4916,08-22-2014,97
CS5009,09-04-2012,95
CS3896,06-07-2014,89
CS3336,12-05-2011,37
CS2972,07-17-2014,53
CS4669,11-11-2012,49
CS1868,11-08-2011,53
CS2778,12-26-2013,86
CS3567,01-12-2013,85
CS5277,09-10-2013,62
CS4587,09-08-2011,83
CS2158,05-09-2013,92
CS1761,09-22-2013,54
CS5684,02-26-2013,105
CS1445,03-14-2015,52
CS4775,04-28-2012,82
CS4892,09-13-2014,54
CS3266,02-24-2014,46
CS4467,04-21-2012,76
CS2198,10-20-2011,79
CS5449,08-22-2013,94
CS1491,10-03-2012,99
CS5156,05-22-2011,64
CS5991,12-23-2011,58
CS2686,08-02-2014,61
CS2184,08-29-2014,105
CS5166,09-14-2011,53
CS5870,12-11-2014,91
CS3036,09-29-2011,95
CS5560,06-09-2011,50
CS4972,07-17-2012,64
CS2414,01-03-2015,79
CS3115,03-23-2013,96
CS2141,04-15-2014,36
CS4621,09-28-2012,82
CS5458,09-03-2012,44
CS1901,01-27-2013,64
CS5064,03-19-2012,51
CS2309,01-29-2015,61
CS3773,01-04-2012,45
CS4841,02-12-2015,98
CS1146,03-20-2014,92
CS2474,12-13-2013,36
CS5766,04-05-2014,43
CS4942,07-04-2013,101
CS1180,03-07-2012,92
CS2067,04-21-2013,97
CS1153,11-25-2013,80
CS2337,10-14-2012,42
CS1311,09-05-2012,64
CS2863,08-13-2014,48
CS2153,11-25-2014,75
CS2853,04-10-2014,52
CS2695,05-04-2012,98
CS2137,12-05-2012,66
CS1957,04-25-2013,91
CS5614,02-11-2015,57
CS3736,10-04-2011,88
CS5235,01-23-2015,55
CS4633,09-27-2011,46
CS5130,06-25-2013,53
CS2582,03-13-2014,89
CS4106,04-06-2013,53
CS3844,01-30-2012,98
CS2010,01-13-2013,66
CS4142,02-22-2015,90
CS3163,04-28-2012,53
CS5494,08-16-2012,38
CS5925,11-26-2014,73
CS4565,03-18-2013,87
CS4727,05-11-2013,48
CS5843,03-26-2012,78
CS4482,02-26-2012,35
CS2520,07-20-2012,101
CS5347,11-26-2011,66
CS3712,12-11-2013,80
CS3608,12-30-2013,68
CS3899,03-12-2014,60
CS3508,01-30-2015,52
CS3824,03-20-2013,63
CS3156,03-14-2013,57
CS2520,07-19-2014,49
CS3984,02-23-2015,63
CS5555,07-18-2011,93
CS1141,04-02-2014,105
CS5685,02-05-2013,93
CS1120,03-06-2015,53
CS5151,01-07-2013,86
CS4402,12-17-2011,86
CS3822,02-06-2015,101
CS3379,03-18-2014,58
CS1294,03-29-2014,105
CS4564,08-28-2011,36
CS5724,11-09-2013,97
CS3604,08-23-2013,44
CS4730,02-13-2015,66
CS5448,06-19-2014,83
CS1392,05-17-2014,60
CS1660,12-30-2013,99
CS3894,08-29-2014,87
CS5007,02-03-2014,66
CS1281,06-16-2012,100
CS4766,05-24-2014,72
CS5912,06-16-2013,65
CS1796,08-14-2012,38
CS5191,10-10-2011,95
CS3948,04-20-2012,87
CS5731,03-31-2014,94
CS3792,02-03-2014,89
CS4628,03-06-2013,65
CS3735,08-01-2014,98
CS2439,06-28-2014,60
CS2197,06-20-2012,96
CS1376,11-14-2013,49
CS5452,04-16-2014,86
CS3773,09-27-2011,96
CS4018,01-29-2012,65
CS5059,11-27-2014,58
CS1215,03-05-2014,59
CS3524,03-26-2014,80
CS2661,02-18-2014,90
CS2117,02-19-2013,39
CS3313,08-07-2013,55
CS1717,11-15-2014,98
CS5601,02-27-2012,56
CS5143,09-27-2012,88
CS6056,11-05-2013,64
CS1674,03-03-2013,52
CS3088,06-19-2013,68
CS5416,03-04-2012,57
CS5743,10-29-2011,86
CS3784,09-14-2014,96
CS5638,05-18-2012,54
CS3174,11-22-2012,63
CS5433,02-09-2012,66
CS2853,03-22-2014,68
CS5458,06-09-2011,99
CS1154,08-16-2012,61
CS3863,11-09-2011,45
CS3075,08-01-2013,84
CS3652,06-13-2013,81
CS4017,03-30-2014,69
CS4255,12-07-2011,74
CS4795,06-03-2014,38
CS4469,04-13-2012,87
CS3057,12-21-2011,46
CS1258,06-21-2013,86
CS5805,03-13-2013,57
CS3895,06-19-2014,69
CS5170,01-03-2013,88
CS3038,12-04-2013,48
CS4363,02-01-2014,66
CS1987,11-18-2013,55
CS6058,02-01-2015,70
CS2319,04-21-2013,47
CS5662,07-07-2014,98
CS3982,03-06-2015,60
CS4373,01-05-2012,39
CS1164,12-11-2012,59
CS6105,07-08-2014,44
CS2942,03-29-2014,46
CS1391,08-31-2013,46
CS1308,09-04-2012,103
CS1368,05-05-2012,41
CS1415,07-28-2011,36
CS3933,11-28-2011,65
CS3085,12-21-2011,53
CS2147,12-21-2012,36
CS1692,07-09-2013,97
CS2040,01-12-2012,38
CS5488,02-12-2014,44
CS5362,12-04-2014,69
CS3477,03-27-2014,45
CS4120,10-11-2013,60
CS1907,06-29-2011,54
CS2229,09-27-2011,99
CS3483,12-17-2011,76
CS2548,04-28-2012,47
CS3845,07-19-2011,103
CS2337,08-14-2013,72
CS4352,05-20-2014,88
CS1319,01-04-2014,68
CS2339,10-18-2013,85
CS5745,06-18-2013,70
CS3167,05-02-2013,90
CS1872,11-24-2013,62
CS3283,11-01-2011,94
CS3637,01-21-2012,101
CS2887,05-26-2013,50
CS1714,09-23-2011,43
CS3623,10-17-2014,66
CS1318,05-02-2013,102
CS3035,12-22-2013,52
CS3855,08-24-2011,42
CS1978,12-31-2014,90
CS2344,11-24-2014,105
CS3353,02-15-2012,58
CS5812,09-12-2014,57
CS4262,07-13-2014,58
CS5994,05-05-2013,64
CS5854,03-07-2013,49
CS3688,08-08-2014,45
CS3588,07-09-2014,85
CS2830,08-12-2011,93
CS4744,12-15-2014,103
CS4462,02-02-2014,64
CS5391,07-19-2012,97
CS5280,05-13-2013,48
CS4309,10-09-2014,59
CS5481,05-30-2013,36
CS3984,03-10-2014,66
CS2269,02-12-2015,89
CS4054,02-11-2014,41
CS5343,08-01-2014,73
CS2129,09-18-2013,88
CS3482,10-11-2011,97
CS6057,12-03-2011,94
CS3949,09-12-2013,38
CS5275,09-16-2013,77
CS1425,10-19-2013,35
CS3654,10-21-2012,97
CS1864,02-13-2013,75
CS1910,05-16-2012,69
CS5015,02-12-2012,101
CS5330,10-11-2012,101
CS2993,07-19-2011,100
CS1120,07-16-2011,105
CS2273,01-05-2015,65
CS5247,12-08-2012,44
CS2733,08-11-2011,87
CS3660,02-06-2015,38
CS1781,04-26-2014,44
CS2884,12-16-2012,73
CS4024,11-17-2014,81
CS1139,11-01-2012,75
CS4536,04-21-2014,43
CS1349,08-01-2014,75
CS2064,03-06-2014,104
CS2245,06-28-2014,96
CS3289,07-03-2012,82
CS4283,11-02-2011,47
CS2267,07-28-2012,46
CS4603,08-30-2012,96
CS5028,11-30-2011,60
CS5762,07-24-2013,64
CS3104,10-11-2014,38
CS1454,05-26-2011,72
CS3741,12-25-2011,95
CS5373,01-15-2015,58
CS5392,08-29-2011,71
CS5301,03-28-2013,57
CS1303,10-21-2013,40
CS1686,11-07-2013,87
CS3229,06-24-2012,63
CS1842,08-22-2012,99
CS1491,07-13-2013,43
CS2155,01-13-2014,50
CS3045,09-30-2013,98
CS2059,12-17-2013,101
CS1679,05-24-2011,35
CS2518,12-02-2011,41
CS4938,03-15-2015,91
CS3558,07-27-2012,92
CS3716,03-10-2012,80
CS5880,11-09-2013,48
CS4796,07-27-2014,46
CS4580,04-24-2012,43
CS2254,07-07-2013,83
CS3833,06-02-2014,69
CS4233,06-26-2014,92
CS2995,01-25-2013,40
CS5898,01-23-2014,57
CS5484,06-04-2014,91
CS3170,07-16-2013,68
CS4897,02-05-2015,62
CS1658,08-09-2012,87
CS4579,03-24-2012,91
CS6104,05-10-2013,36
CS5435,11-03-2014,77
CS3035,07-12-2013,36
CS5114,11-15-2014,84
CS3092,06-05-2014,86
CS5671,12-23-2014,64
CS3781,01-16-2012,97
CS2412,08-16-2012,50
CS5232,05-27-2014,46
CS5028,11-16-2012,46
CS1728,08-10-2011,69
CS2072,07-12-2012,78
CS3361,06-25-2013,58
CS5676,01-03-2014,69
CS2477,08-17-2013,80
CS4474,03-14-2013,47
CS1503,03-15-2015,41
CS2378,10-31-2011,81
CS4613,09-05-2011,70
CS5099,06-17-2014,87
CS2486,10-20-2011,83
CS2061,08-06-2014,36
CS4341,01-13-2014,100
CS2160,05-18-2014,39
CS4026,10-27-2012,53
CS3673,11-24-2011,53
CS2254,05-10-2013,35
CS5661,02-19-2015,36
CS5966,07-09-2012,84
CS2602,11-01-2013,101
CS5926,07-12-2014,51
CS2133,06-19-2013,66
CS4845,07-10-2011,97
CS2351,04-11-2014,88
CS3326,09-25-2014,77
CS5061,12-23-2011,77
CS2202,06-04-2012,67
CS5198,01-04-2015,83
CS1966,10-22-2011,35
CS4559,11-06-2012,35
CS3698,08-16-2011,64
CS2869,01-23-2015,54
CS5451,03-28-2013,80
CS4038,09-07-2012,105
CS5970,02-27-2013,79
CS3347,12-28-2013,81
CS1178,05-18-2014,40
CS3046,12-25-2014,72
CS5771,12-19-2012,67
CS4757,03-15-2012,63
CS3026,07-05-2011,64
CS6022,04-18-2014,89
CS3570,09-22-2012,86
CS3460,06-23-2012,54
CS2215,08-02-2012,74
CS4681,08-03-2012,59
CS2478,05-12-2014,53
CS3451,09-08-2014,101
CS6025,02-08-2012,65
CS3894,08-01-2012,62
CS2724,07-15-2013,104
CS3072,05-06-2014,99
CS5531,08-23-2012,97
CS5087,05-10-2014,56
CS3529,08-22-2012,60
CS3496,01-20-2013,84
CS4474,08-07-2013,46
CS5655,03-15-2012,67
CS4938,10-08-2014,53
CS2062,10-28-2014,63
CS2656,12-04-2011,91
CS5519,02-23-2014,36
CS3196,06-02-2011,63
CS1393,02-17-2012,51
CS5223,04-09-2013,97
CS3334,07-18-2013,43
CS1909,09-23-2012,77
CS2028,01-03-2014,52
CS3519,01-08-2014,82
CS2711,09-10-2014,87
CS2420,10-10-2012,49
CS3739,05-21-2012,93
CS4795,04-16-2013,80
CS4236,07-08-2014,85
CS4200,02-22-2012,51
CS5900,12-10-2011,72
CS4935,06-17-2011,53
CS3455,12-09-2013,58
CS5298,08-07-2013,84
CS4267,03-05-2014,92
CS4910,10-30-2014,55
CS4847,03-23-2012,72
CS5326,03-21-2014,84
CS1402,09-13-2011,44
CS1715,09-06-2014,37
CS1576,11-21-2011,76
CS4389,09-17-2014,76
CS1982,11-11-2014,69
CS4149,11-25-2012,59
CS4104,06-20-2011,103
CS6009,10-28-2013,51
CS3440,03-04-2015,51
CS3470,03-16-2012,64
CS3798,12-12-2013,63
CS5782,06-16-2011,99
CS4712,11-04-2013,100
CS2072,12-13-2012,43
CS4201,03-01-2015,70
CS5226,03-09-2013,69
CS2538,03-22-2013,85
CS4260,08-29-2012,101
CS4270,12-21-2012,47
CS2985,10-19-2012,96
CS4509,08-19-2012,65
CS3234,03-12-2015,52
CS4442,08-10-2011,73
CS5621,09-13-2014,53
CS5607,09-07-2011,46
CS1614,11-01-2013,78
CS2987,12-18-2014,48
CS3105,09-09-2012,37
CS4198,02-02-2012,83
CS5937,03-22-2013,85
CS5304,05-04-2012,55
CS6046,09-08-2014,103
CS4434,08-18-2013,64
CS5057,08-17-2014,93
CS4749,01-05-2012,81
CS5721,06-10-2014,76
CS4234,05-27-2011,94
CS1442,01-13-2013,43
CS2634,04-30-2013,65
CS5551,12-23-2013,98
CS4849,05-02-2013,97
CS6109,06-24-2011,68
CS5187,03-02-2012,73
CS3327,08-29-2011,104
CS3901,12-27-2012,42
CS2637,03-21-2013,42
CS3167,09-29-2014,79
CS1187,03-30-2012,87
CS5021,12-17-2012,51
CS1574,03-09-2015,49
CS2907,05-16-2014,92
CS1464,08-04-2012,105
CS2183,11-28-2013,75
CS5198,09-26-2012,94
CS4196,02-27-2013,74
CS5783,08-19-2014,45
CS2987,11-10-2014,81
CS4543,03-25-2013,43
CS1630,01-29-2015,53
CS3955,08-20-2013,44
CS2780,09-07-2011,63
CS5111,07-22-2012,51
CS5066,07-09-2014,91
CS1315,11-24-2013,43
CS4803,05-13-2014,72
CS5132,12-01-2013,42
CS4252,10-26-2011,46
CS3778,04-28-2012,42
CS5543,07-10-2013,46
CS5898,01-28-2015,101
CS2320,06-15-2013,69
CS3195,05-21-2011,43
CS4381,10-06-2011,47
CS5992,06-02-2014,52
CS3408,06-17-2014,39
CS4827,10-26-2012,39
CS2571,12-07-2012,48
CS1241,05-21-2011,98
CS1603,06-03-2013,58
CS3653,09-10-2011,79
CS2639,12-26-2013,101
CS1346,09-08-2012,85
CS5551,10-02-2011,58
CS3094,08-22-2013,79
CS2254,12-05-2014,55
CS1780,07-30-2013,77
CS1691,06-19-2013,38
CS2140,01-02-2015,82
CS3384,07-24-2012,37
CS4534,09-29-2011,85
CS4665,07-08-2013,58
CS1569,11-29-2014,52
CS4448,08-10-2013,52
CS1443,10-12-2011,92
CS2952,07-19-2014,93
CS1978,11-01-2012,60
CS2702,06-01-2011,76
CS1564,12-26-2012,102
CS5656,12-08-2013,97
CS4170,08-05-2011,86
CS1611,05-09-2013,88
CS5912,03-08-2012,92
CS2021,02-07-2012,72
CS3962,06-16-2014,105
CS3510,12-15-2014,84
CS4676,10-08-2014,86
CS3591,08-28-2014,96
CS5192,06-04-2011,39
CS1430,05-02-2012,89
CS3997,07-18-2012,70
CS4294,07-21-2012,53
CS3862,03-10-2013,85
CS1657,07-19-2013,49
CS4961,08-13-2013,41
CS5773,06-10-2014,86
CS2436,08-20-2013,72
CS5319,07-05-2014,92
CS2174,12-14-2014,80
CS4511,07-26-2011,58
CS3030,07-20-2012,36
CS2844,07-27-2013,48
CS1410,10-31-2014,102
CS5599,03-09-2015,58
CS2370,06-17-2013,68
CS2302,06-29-2013,55
CS1886,02-18-2014,59
CS5895,06-18-2013,103
CS4669,02-14-2014,45
CS1433,02-10-2014,66
CS2495,11-25-2014,37
CS2001,03-17-2012,102
CS2594,09-03-2012,50
CS2340,12-12-2014,94
CS5884,12-28-2012,52
CS2865,09-12-2014,95
CS5674,07-01-2013,95
CS2081,01-10-2012,45
CS5137,01-25-2014,64
CS4493,03-26-2014,47
CS2445,09-06-2014,104
CS3178,09-03-2011,45
CS4337,06-04-2011,87
CS3900,08-12-2012,60
CS2534,12-05-2012,87
CS1499,01-16-2014,105
CS1992,11-07-2011,102
CS4095,06-02-2011,80
CS3199,08-19-2014,91
CS4608,10-15-2011,73
CS3252,01-17-2013,72
CS4630,11-22-2012,97
CS5250,11-15-2012,79
CS1920,03-18-2013,65
CS4998,12-29-2014,100
CS5205,09-10-2011,64
CS2618,12-24-2011,46
CS1303,05-06-2014,41
CS5518,01-05-2013,91
CS1793,11-19-2012,45
CS3417,09-12-2014,99
CS5462,06-09-2013,102
CS2736,08-31-2012,51
CS5299,01-14-2015,69
CS1450,03-13-2014,74
CS1958,09-02-2013,45
CS5613,12-06-2013,67
CS1362,10-17-2014,62
CS4203,01-19-2014,74
CS4765,10-23-2014,53
CS5013,05-20-2014,40
CS3133,12-22-2011,49
CS3330,07-16-2011,95
CS2741,03-21-2012,54
CS2164,06-18-2011,48
CS3845,02-18-2015,98
CS5697,07-05-2011,78
CS2493,12-18-2013,35
CS2784,03-02-2013,60
CS6032,05-29-2014,74
CS5709,04-23-2014,37
CS1954,10-05-2013,71
CS2238,03-16-2015,83
CS5217,12-07-2012,55
CS5608,01-11-2015,44
CS1465,06-24-2011,69
CS5803,06-29-2013,70
CS3084,04-08-2013,76
CS6049,08-01-2012,42
CS4245,05-05-2013,94
CS5072,10-20-2013,82
CS3834,10-16-2013,43
CS3924,05-07-2013,68
CS5406,10-06-2013,61
CS4301,10-28-2011,56
CS5959,04-07-2013,35
CS2368,12-09-2011,61
CS4605,04-29-2013,70
CS5534,10-14-2014,73
CS1181,03-04-2014,91
CS3545,05-25-2011,91
CS5404,12-11-2013,43
CS2991,07-29-2012,71
CS2075,11-30-2014,62
CS2271,09-13-2011,82
CS5034,04-06-2013,52
CS1966,12-03-2011,59
CS3568,12-27-2013,92
CS2429,02-25-2013,94
CS2735,01-25-2014,88
CS1861,08-06-2014,35
CS2504,10-10-2014,74
CS3370,09-15-2014,66
CS3086,10-14-2011,46
CS4944,02-18-2015,102
CS4633,07-16-2011,36
CS5338,10-06-2013,89
CS3842,11-04-2013,40
CS4622,01-22-2014,79
CS2821,02-26-2015,36
CS4161,09-25-2011,65
CS4872,03-19-2012,101
CS3467,12-06-2011,80
CS5610,03-02-2014,44
CS2410,12-05-2013,39
CS3810,08-28-2013,67
CS3444,02-03-2013,92
CS3721,07-07-2012,63
CS4941,07-16-2014,38
CS3340,10-08-2014,79
CS4663,02-12-2013,41
CS3925,08-21-2013,100
CS6093,07-22-2011,103
CS5547,03-01-2014,50
CS5783,11-08-2012,85
CS2004,02-01-2015,67
CS5329,10-29-2012,58
CS3071,03-02-2013,95
CS1897,09-04-2011,104
CS2005,02-15-2015,91
CS1219,08-29-2013,77
CS4256,02-05-2013,70
CS4828,08-29-2011,93
CS2932,10-15-2014,53
CS1238,11-05-2011,93
CS1319,01-12-2013,82
CS3113,02-10-2012,77
CS1200,01-27-2013,95
CS3800,02-01-2013,94
CS2779,09-18-2013,53
CS4778,10-27-2012,60
CS1148,03-25-2013,86
CS1696,03-14-2013,75
CS5905,08-19-2013,37
CS4936,12-05-2013,41
CS4512,06-10-2011,93
CS2867,08-01-2014,93
CS6035,02-25-2013,84
CS5485,05-20-2011,91
CS4222,06-21-2012,63
CS2276,01-12-2012,40
CS4014,01-20-2014,54
CS4885,07-20-2014,91
CS3716,12-10-2011,79
CS5571,01-25-2015,89
CS4538,12-15-2014,45
CS1958,08-24-2012,49
CS3093,01-25-2015,73
CS2735,09-10-2013,63
CS2429,03-26-2013,96
CS3758,01-20-2012,71
CS2214,05-25-2011,68
CS4024,10-18-2012,83
CS5020,03-01-2012,59
CS3936,11-30-2014,46
CS5994,08-19-2012,104
CS4602,09-21-2012,49
CS3469,12-18-2014,44
CS3726,09-28-2013,68
CS2882,05-30-2011,92
CS4820,12-28-2014,50
CS1649,07-17-2013,100
CS4931,08-28-2014,67
CS1571,06-06-2011,78
CS5787,06-12-2012,61
CS3890,10-03-2011,59
CS2883,09-11-2011,79
CS3742,09-29-2014,56
CS1757,03-05-2012,54
CS1159,03-10-2012,39
CS1573,12-25-2014,70
CS4146,01-03-2015,39
CS2216,10-05-2012,52
CS1959,01-18-2013,87
CS3788,04-16-2014,62
CS1643,11-05-2012,73
CS3935,07-08-2013,104
CS3979,10-01-2011,90
CS3669,07-06-2013,62
CS1906,01-13-2013,93
CS3484,12-20-2013,53
CS1440,07-23-2012,73
CS2872,06-11-2014,68
CS4702,05-17-2014,89
CS2081,09-19-2014,73
CS5063,09-01-2013,59
CS5419,08-08-2012,105
CS4206,11-16-2011,69
CS3134,02-10-2014,73
CS4184,02-03-2015,38
CS4448,08-09-2012,44
CS4979,02-03-2012,49
CS3451,12-13-2011,61
CS4966,06-22-2011,60
CS3742,04-10-2014,76
CS5211,08-05-2012,73
CS4678,03-31-2013,42
CS4240,06-14-2013,90
CS2265,11-13-2014,90
CS3611,07-17-2014,92
CS6017,09-06-2014,84
CS4964,02-07-2015,46
CS4316,09-29-2012,87
CS4138,04-14-2012,57
CS1636,12-16-2011,57
CS4791,05-29-2011,74
CS2729,07-26-2014,75
CS1227,12-29-2011,54
CS2519,05-25-2014,84
CS2659,03-01-2014,37
CS3311,08-25-2014,80
CS5247,02-01-2013,50
CS4732,10-25-2011,58
CS3352,06-18-2013,84
CS2739,09-01-2011,56
CS2997,06-28-2014,99
CS1538,11-11-2011,54
CS4969,08-26-2014,66
CS4149,09-10-2013,46
CS3828,10-29-2012,66
CS1481,11-16-2011,55
CS1444,12-01-2014,63
CS1448,10-01-2012,81
CS5340,07-17-2011,41
CS2382,03-21-2013,60
CS1171,11-27-2013,87
CS4403,10-19-2011,78
CS2574,11-27-2011,46
CS1222,04-28-2013,97
CS5940,01-31-2014,90
CS5260,09-19-2012,86
CS5744,10-08-2013,59
CS2825,07-14-2012,55
CS3501,09-23-2011,64
CS4011,10-03-2013,69
CS3006,02-10-2013,41
CS3449,04-04-2014,67
CS2617,12-07-2011,35
CS3202,07-26-2014,78
CS4949,09-08-2011,80
CS4738,10-09-2014,64
CS2310,08-15-2014,55
CS1113,01-07-2014,53
CS3875,09-13-2014,54
CS2436,08-29-2014,45
CS3462,06-04-2014,72
CS5357,06-05-2012,49
CS5528,03-24-2013,73
CS1925,11-01-2014,94
CS3285,08-13-2013,105
CS4723,09-26-2011,87
CS4991,08-24-2014,100
CS2861,01-23-2014,89
CS5827,08-18-2013,66
CS5753,07-14-2014,93
CS2390,10-26-2011,78
CS2252,03-05-2012,35
CS2850,02-15-2013,56
CS4726,04-10-2013,37
CS1468,02-18-2015,54
CS4342,12-08-2011,81
CS4686,03-31-2012,84
CS2592,01-30-2015,71
CS1664,08-25-2012,59
CS5591,11-09-2014,105
CS4623,07-24-2012,63
CS4212,09-18-2011,65
CS3947,01-08-2012,62
CS5435,06-26-2011,47
CS5258,12-25-2013,38
CS4114,05-07-2012,79
CS1382,02-14-2014,69
CS6102,01-06-2015,55
CS4045,04-28-2013,104
CS3599,12-09-2011,55
CS2232,08-07-2013,50
CS1886,01-08-2014,38
CS1586,01-02-2015,90
CS2640,10-22-2014,86
CS1819,04-29-2013,81
CS4664,06-03-2011,77
CS6054,09-25-2013,59
CS2724,09-11-2011,62
CS2964,05-11-2013,60
CS3614,04-24-2014,55
CS5079,01-26-2014,88
CS4097,01-31-2015,103
CS2938,09-20-2013,66
CS1510,04-17-2012,73
CS1139,11-18-2013,53
CS3091,10-12-2013,65
CS2873,06-13-2012,99
CS3924,05-05-2012,76
CS4635,03-29-2014,70
CS4668,09-13-2011,75
CS2175,11-05-2013,96
CS2202,03-03-2012,78
CS2881,10-16-2011,65
CS2984,07-31-2012,98
CS1275,11-03-2012,72
CS1118,10-09-2013,77
CS4315,03-25-2013,105
CS2676,11-26-2013,97
CS4737,07-03-2013,47
CS3853,03-13-2014,68
CS5792,05-04-2013,103
CS1840,02-04-2015,42
CS3454,07-26-2014,49
CS6079,07-13-2013,43
CS2386,11-09-2013,84
CS4476,07-20-2013,41
CS4543,02-13-2015,47
CS5960,10-04-2013,93
CS3050,10-04-2013,66
CS2631,03-17-2013,45
CS5485,11-07-2011,70
CS1650,05-05-2014,91
CS4095,07-07-2013,88
CS1859,04-12-2012,100
CS1213,08-15-2014,37
CS1972,09-26-2011,65
CS3979,07-25-2013,91
CS3391,01-02-2012,53
CS2717,03-10-2013,51
CS5988,09-08-2013,68
CS2324,03-09-2014,54
CS3362,09-30-2012,37
CS3008,01-22-2014,83
CS4888,02-29-2012,59
CS2917,07-05-2011,59
CS3473,12-21-2013,64
CS2529,08-30-2012,73
CS5756,12-27-2011,81
CS2148,10-18-2011,41
CS2001,07-08-2013,81
CS2146,05-28-2013,68
CS6049,03-12-2012,85
CS5260,12-01-2013,97
CS4178,06-20-2012,39
CS2273,08-28-2011,45
CS2442,07-21-2014,36
CS4773,06-02-2011,82
CS4352,09-12-2013,100
CS2261,10-21-2013,84
CS1571,04-24-2013,89
CS5687,07-18-2013,78
CS1996,05-30-2012,99
CS2764,09-05-2014,43
CS5942,09-30-2012,51
CS1629,06-12-2013,59
CS5311,12-31-2012,48
CS2302,12-09-2011,68
CS5084,04-07-2014,87
CS5516,04-26-2014,49
CS2465,09-09-2013,60
CS4772,08-16-2011,89
CS1328,05-14-2013,55
CS5088,04-11-2013,59
CS5567,11-29-2011,97
CS1629,04-20-2012,39
CS4860,05-14-2012,55
CS2026,03-04-2013,94
CS2440,10-16-2014,94
CS4491,01-13-2015,77
CS1490,05-03-2013,78
CS5426,06-16-2014,87
CS4068,09-26-2014,103
CS2598,09-10-2013,93
CS3514,03-11-2013,99
CS3510,10-08-2013,87
CS4367,02-20-2012,43
CS1505,06-08-2012,104
CS2179,09-08-2013,50
CS2720,08-23-2011,48
CS6100,09-13-2011,80
CS1358,02-10-2013,46
CS1827,05-10-2012,61
CS5573,02-14-2012,91
CS3685,08-02-2012,66
CS3056,08-27-2012,71
CS6010,06-11-2014,42
CS2479,12-28-2014,103
CS2761,12-09-2012,90
CS3726,02-06-2013,53
CS6089,03-16-2012,74
CS1187,06-27-2014,63
CS4284,12-06-2013,54
CS3525,01-18-2015,91
CS3650,12-29-2011,78
CS1709,08-13-2014,88
CS2032,08-16-2012,102
CS1918,06-12-2012,57
CS1850,01-02-2012,64
CS3795,09-18-2012,98
CS3554,03-31-2014,96
CS2757,08-15-2013,37
CS1603,08-25-2012,79
CS5901,08-04-2012,47
CS3339,11-22-2012,64
CS2004,08-03-2011,70
CS3105,10-20-2013,55
CS1299,05-10-2013,97
CS6065,06-04-2011,74
CS6063,12-30-2014,96
CS5777,02-21-2012,36
CS4375,10-03-2011,60
CS4725,06-18-2014,102
CS3928,04-05-2013,81
CS2569,12-13-2014,71
CS3440,02-20-2015,71
CS4194,05-15-2012,60
CS5254,06-23-2012,56
CS1456,05-10-2013,102
CS3730,10-22-2012,84
CS1451,07-16-2014,73
CS3059,02-01-2013,104
CS4864,05-26-2013,61
CS2236,09-28-2011,91
CS5476,01-14-2015,68
CS3789,07-11-2011,83
CS5772,11-01-2011,91
CS4329,01-06-2012,89
CS1612,08-06-2014,77
CS5455,03-14-2014,58
CS4295,04-03-2012,39
CS3917,05-22-2014,37
CS4330,08-06-2013,46
CS5914,04-03-2012,36
CS4356,05-24-2011,86
CS5511,11-22-2011,36
CS4503,06-22-2012,49
CS3847,12-20-2013,52
CS4761,07-29-2011,96
CS1737,11-07-2011,42
CS4869,11-19-2014,55
CS2016,08-31-2011,78
CS3966,02-14-2014,94
CS2883,07-17-2013,99
CS1758,08-22-2014,43
CS2517,10-23-2014,54
CS5967,03-02-2014,41
CS6095,07-12-2011,56
CS4148,02-26-2012,76
CS3515,10-04-2011,54
CS5707,12-21-2013,44
CS3860,11-09-2012,82
CS4643,05-30-2013,64
CS5890,07-29-2014,69
CS5461,02-15-2014,96
CS2074,03-15-2015,84
CS5347,01-10-2014,54
CS2900,01-11-2013,100
CS1923,12-29-2011,79
CS3537,08-21-2011,47
CS1439,07-05-2013,85
CS1894,05-20-2011,63
CS1668,11-02-2012,59
CS1800,12-06-2013,76
CS3857,11-17-2013,58
CS4866,08-09-2012,70
CS5132,11-08-2012,99
CS1570,09-04-2013,46
CS2529,11-09-2014,66
CS3442,06-28-2013,78
CS5429,01-10-2015,39
CS5907,10-29-2012,41
CS4386,10-09-2013,54
CS1166,05-02-2014,35
CS3288,03-03-2012,86
CS5471,09-28-2014,63
CS3343,04-09-2012,104
CS5851,04-05-2013,49
CS1622,06-12-2012,39
CS5918,02-19-2013,95
CS4144,04-25-2013,75
CS1938,04-06-2014,77
CS5958,12-20-2011,60
CS5147,07-16-2013,65
CS5434,03-20-2012,55
CS1224,09-12-2011,90
CS3170,10-14-2013,68
CS4356,04-18-2012,43
CS2326,11-13-2012,82
CS4848,08-10-2013,87
CS4326,05-07-2013,77
CS3881,12-19-2014,71
CS5109,03-28-2013,80
CS3895,09-21-2011,44
CS1489,07-17-2014,59
CS1877,07-24-2013,76
CS2486,12-25-2011,44
CS2881,04-21-2014,103
CS1144,06-05-2011,67
CS5259,03-03-2013,83
CS2739,10-12-2014,50
CS2161,11-03-2011,35
CS3444,09-14-2013,85
